"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event"
"sdP11","comp",2,"e","grab",261.1826,638265736026061475,638265736028673301,"Network Red CubeClone160 was picked up"
"sdP11","comp",2,"e","grab",347.4905,638265736094013353,638265736097488258,"Network Blue CubeClone172 was picked up"
"sdP11","comp",2,"e","grab",169.8958,638265736113340493,638265736115039451,"Network Red CubeClone175 was picked up"
"sdP11","comp",2,"e","grab",620.4167,638265736128441050,638265736134645217,"Network Blue CubeClone176 was picked up"
"sdP11","comp",2,"e","grab",283.5851,638265736156426557,638265736159262408,"Network Neutral CubeClone182 was picked up"
"sdP11","comp",2,"e","grab",357.7224,638265736177293805,638265736180871029,"Network Neutral CubeClone185 was picked up"
"sdP11","comp",2,"e","grab",301.5918,638265736219450685,638265736222466603,"Network Blue CubeClone190 was picked up"
"sdP11","comp",2,"e","grab",419.4683,638265736239405587,638265736243600270,"Network Neutral CubeClone193 was picked up"
"sdP11","comp",2,"e","grab",277.7638,638265736434338100,638265736437115738,"Network Red CubeClone219 was picked up"
"sdP11","comp",2,"e","grab",356.8566,638265736540476399,638265736544044965,"Network Neutral CubeClone234 was picked up"
"sdP11","comp",2,"e","grab",284.247,638265736589875652,638265736592718122,"Network Blue CubeClone239 was picked up"
"sdP11","comp",2,"e","grab",191.9756,638265736625716646,638265736627636402,"Network Neutral CubeClone247 was picked up"
"sdP11","comp",2,"e","grab",164.5603,638265736663834896,638265736665480499,"Network Blue CubeClone248 was picked up"
"sdP11","comp",2,"e","grab",125.6643,638265736696426020,638265736697682663,"Network Blue CubeClone252 was picked up"
"sdP11","comp",2,"e","grab",192.8173,638265736725451063,638265736727379236,"Network Red CubeClone261 was picked up"
"sdP11","comp",2,"e","grab",373.5085,638265736742524150,638265736746259235,"Network Red CubeClone263 was picked up"
"sdP11","comp",2,"e","grab",152.5925,638265736932864537,638265736934390462,"Network Neutral CubeClone288 was picked up"
"sdP11","comp",2,"e","grab",275.2636,638265736967057396,638265736969810032,"Network Neutral CubeClone293 was picked up"
"sdP11","comp",2,"e","grab",304.8031,638265737000657557,638265737003705588,"Network Blue CubeClone296 was picked up"
"sdP11","comp",2,"e","grab",262.0473,638265737150970310,638265737153590783,"Network Blue CubeClone315 was picked up"
"sdP11","comp",2,"e","grab",215.565,638265737204886065,638265737207041715,"Network Neutral CubeClone325 was picked up"
"sdP11","comp",2,"e","grab",543.1435,638265737226071609,638265737231503044,"Network Neutral CubeClone330 was picked up"
"sdP11","comp",2,"e","grab",395.037,638265737283137035,638265737287087405,"Network Neutral CubeClone338 was picked up"
"sdP11","comp",2,"e","grab",597.2716,638265737318789783,638265737324762499,"Network Red CubeClone341 was picked up"
"sdP11","comp",2,"e","grab",243.3514,638265737385589794,638265737388023308,"Network Blue CubeClone347 was picked up"
"sdP11","comp",2,"e","grab",409.4083,638265737407271610,638265737411365693,"Network Blue CubeClone352 was picked up"
"sdP11","comp",2,"e","grab",337.3498,638265737450901114,638265737454274612,"Network Blue CubeClone361 was picked up"
"sdP11","comp",2,"e","grab",255.813,638265737496312773,638265737498870903,"Network Red CubeClone364 was picked up"
"sdP11","comp",2,"e","grab",312.1376,638265737515140239,638265737518261615,"Network Blue CubeClone367 was picked up"
"sdP11","comp",2,"e","grab",538.3046,638265737580727402,638265737586110448,"Network Red CubeClone376 was picked up"
"sdP11","comp",2,"e","grab",408.8659,638265737606677179,638265737610765838,"Network Red CubeClone380 was picked up"
"sdP11","comp",2,"e","grab",360.4782,638265737674219781,638265737677824563,"Network Neutral CubeClone391 was picked up"
"sdP11","comp",2,"e","grab",422.4567,638265737714962013,638265737719186580,"Network Neutral CubeClone398 was picked up"
"sdP11","comp",2,"e","grab",271.7853,638265737759629365,638265737762347218,"Network Neutral CubeClone403 was picked up"
"sdP11","comp",2,"e","grab",211.5495,638265737800451862,638265737802567357,"Network Neutral CubeClone408 was picked up"
"sdP11","comp",2,"e","place",446.3148,638265734912656385,638265734917119533,"Network Red CubeClone5 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",850.2105,638265734946351562,638265734954853667,"Network Neutral CubeClone12 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",719.662,638265735051285271,638265735058481891,"Network Red CubeClone24 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",650.1665,638265735106554640,638265735113056305,"Network Blue CubeClone31 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",516.7043,638265735134965994,638265735140133037,"Network Blue CubeClone37 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",673.6558,638265735201832087,638265735208568645,"Network Gold Cube WholeClone49 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",495.2391,638265735254399001,638265735259351392,"Network Red CubeClone53 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",615.6704,638265735298889073,638265735305045777,"Network Gold Cube WholeClone58 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",555.8453,638265735410546831,638265735416105284,"Network Neutral CubeClone75 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",453.662,638265735430120806,638265735434657426,"Network Neutral CubeClone79 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",297.7556,638265735479579967,638265735482557523,"Network Blue CubeClone86 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",722.6865,638265735512279025,638265735519505890,"Network Red CubeClone85 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",511.8288,638265735532256107,638265735537374395,"Network Blue CubeClone94 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",493.7189,638265735591825068,638265735596762257,"Network Gold Cube WholeClone89 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",728.5838,638265735620919342,638265735628205180,"Network Neutral CubeClone105 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",674.8707,638265735654163471,638265735660912178,"Network Gold Cube WholeClone106 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",592.8646,638265735683544977,638265735689473623,"Network Red CubeClone111 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",343.6018,638265735729861351,638265735733297369,"Network Blue CubeClone117 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",625.5935,638265735764246414,638265735770502349,"Network Neutral CubeClone125 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",645.3741,638265735802333463,638265735808787204,"Network Gold Cube WholeClone115 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",808.9982,638265735831846526,638265735839936508,"Network Blue CubeClone133 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",721.9286,638265735879802391,638265735887021677,"Network Red CubeClone138 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",1085.0472,638265735941053442,638265735951903914,"Network Gold Cube WholeClone151 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",719.8873,638265735993764825,638265736000963698,"Network Neutral CubeClone158 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",415.5009,638265736036612392,638265736040767401,"Network Red CubeClone160 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",477.5076,638265736104446632,638265736109221708,"Network Blue CubeClone172 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",548.0852,638265736118358805,638265736123839657,"Network Red CubeClone175 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",584.3168,638265736146889292,638265736152732460,"Network Blue CubeClone176 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",576.5332,638265736164058327,638265736169823659,"Network Neutral CubeClone182 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",568.0148,638265736208279581,638265736213959729,"Network Gold Cube WholeClone186 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",530.1377,638265736232282715,638265736237584092,"Network Blue CubeClone190 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",762.6279,638265736250277734,638265736257904013,"Network Neutral CubeClone193 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",355.8457,638265736285388116,638265736288946573,"Network Red CubeClone197 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",463.9757,638265736349542042,638265736354181799,"Network Red CubeClone200 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",545.7421,638265736392742433,638265736398199854,"Network Gold Cube WholeClone195 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",967.9814,638265736450355274,638265736460035088,"Network Red CubeClone219 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",640.127,638265736490737348,638265736497138618,"Network Gold Cube WholeClone226 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",564.4924,638265736519566611,638265736525211535,"Network Gold Cube WholeClone231 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",421.8618,638265736559486944,638265736563705562,"Network Neutral CubeClone234 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",375.9207,638265736606760261,638265736610519468,"Network Blue CubeClone239 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",436.262,638265736637420982,638265736641783602,"Network Neutral CubeClone247 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",466.8075,638265736707366599,638265736712034674,"Network Blue CubeClone252 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",670.8541,638265736731792498,638265736738501039,"Network Red CubeClone261 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",549.2779,638265736757509644,638265736763002423,"Network Red CubeClone263 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",596.1847,638265736786329952,638265736792291799,"Network Gold Cube WholeClone252 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",679.1965,638265736838823217,638265736845615182,"Network Gold Cube WholeClone275 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",601.7104,638265736942653528,638265736948670632,"Network Neutral CubeClone288 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",401.9716,638265736980370617,638265736984390333,"Network Neutral CubeClone293 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",395.9376,638265737014276193,638265737018235569,"Network Blue CubeClone296 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",559.9779,638265737083279805,638265737088879584,"Network Gold Cube WholeClone279 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",725.2816,638265737109453573,638265737116706389,"Network Gold Cube WholeClone313 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",509.2953,638265737214572362,638265737219665315,"Network Neutral CubeClone325 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",296.2698,638265737239292442,638265737242255140,"Network Neutral CubeClone330 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",522.0945,638265737276919260,638265737282140205,"Network Red CubeClone332 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",628.341,638265737291778107,638265737298061517,"Network Neutral CubeClone338 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",772.2185,638265737331518776,638265737339240961,"Network Red CubeClone341 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",409.6694,638265737399740697,638265737403837391,"Network Blue CubeClone347 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",571.8272,638265737415848361,638265737421566633,"Network Blue CubeClone352 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",248.175,638265737467642200,638265737470123950,"Network Blue CubeClone361 was dropped in DropzonePlaceHolderClone5"
"sdP11","comp",2,"e","place",240.863,638265737509743392,638265737512152022,"Network Red CubeClone364 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",320.8391,638265737526478431,638265737529686822,"Network Blue CubeClone367 was dropped in DropzonePlaceHolderClone2"
"sdP11","comp",2,"e","place",351.2383,638265737574773083,638265737578285466,"Network Blue CubeClone375 was dropped in DropzonePlaceHolderClone4"
"sdP11","comp",2,"e","place",312.8813,638265737594508108,638265737597636921,"Network Red CubeClone376 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",563.6819,638265737659648483,638265737665285302,"Network Gold Cube WholeClone356 was dropped in DropzonePlaceHolderClone1"
"sdP11","comp",2,"e","place",1290.6456,638265737698734288,638265737711640744,"Network Neutral CubeClone391 was dropped in DropzonePlaceHolderClone3"
"sdP11","comp",2,"e","place",618.3285,638265737750861455,638265737757044740,"Network Gold Cube WholeClone393 was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","grab",453.1752,638265684883135530,638265684887667282,"Regular Red CubeClone6 was picked up"
"sdP11","solo",1,"e","grab",163.1016,638265684934184631,638265684935815647,"Regular Blue CubeClone13 was picked up"
"sdP11","solo",1,"e","grab",263.802,638265685026691357,638265685029329377,"Regular Red CubeClone23 was picked up"
"sdP11","solo",1,"e","grab",336.6269,638265685070185357,638265685073551626,"Regular Blue CubeClone31 was picked up"
"sdP11","solo",1,"e","grab",272.8793,638265685131690739,638265685134419532,"Regular Blue CubeClone43 was picked up"
"sdP11","solo",1,"e","grab",391.0464,638265685156375735,638265685160286199,"Regular Red CubeClone44 was picked up"
"sdP11","solo",1,"e","grab",130.1598,638265685220723084,638265685222024682,"Regular Neutral CubeClone54 was picked up"
"sdP11","solo",1,"e","grab",974.7789,638265685227160387,638265685236908176,"Regular Blue CubeClone55 was picked up"
"sdP11","solo",1,"e","grab",8.9757,638265685298937974,638265685299027731,"Regular Neutral CubeClone66 was picked up"
"sdP11","solo",1,"e","grab",348.5182,638265685330331048,638265685333816230,"Regular Neutral CubeClone71 was picked up"
"sdP11","solo",1,"e","grab",498.5208,638265685433741898,638265685438727106,"Regular Blue CubeClone82 was picked up"
"sdP11","solo",1,"e","grab",63.8303,638265685588888860,638265685589527163,"Regular Blue CubeClone105 was picked up"
"sdP11","solo",1,"e","grab",1663.1601,638265685619450884,638265685636082485,"Regular Red CubeClone109 was picked up"
"sdP11","solo",1,"e","grab",305.728,638265685702815111,638265685705872391,"Regular Neutral CubeClone122 was picked up"
"sdP11","solo",1,"e","grab",393.7861,638265685824775915,638265685828713776,"Regular Red CubeClone136 was picked up"
"sdP11","solo",1,"e","grab",526.6652,638265685869968949,638265685875235601,"Regular Blue CubeClone142 was picked up"
"sdP11","solo",1,"e","grab",402.6822,638265685907664155,638265685911690977,"Regular Red CubeClone151 was picked up"
"sdP11","solo",1,"e","grab",492.4216,638265685960697494,638265685965621710,"Regular Neutral CubeClone158 was picked up"
"sdP11","solo",1,"e","grab",279.2564,638265686076778038,638265686079570602,"Regular Neutral CubeClone174 was picked up"
"sdP11","solo",1,"e","grab",590.4044,638265686136489678,638265686142393722,"Regular Blue CubeClone183 was picked up"
"sdP11","solo",1,"e","grab",251.1314,638265686189168658,638265686191679972,"Regular Blue CubeClone188 was picked up"
"sdP11","solo",1,"e","grab",548.7167,638265686209830447,638265686215317614,"Regular Red CubeClone190 was picked up"
"sdP11","solo",1,"e","grab",243.908,638265686307858941,638265686310298021,"Regular Red CubeClone203 was picked up"
"sdP11","solo",1,"e","grab",1536.9654,638265686313970270,638265686329339924,"Regular Red CubeClone205 was picked up"
"sdP11","solo",1,"e","grab",365.4407,638265686342908722,638265686346563129,"Regular Red CubeClone211 was picked up"
"sdP11","solo",1,"e","grab",604.103,638265686430713565,638265686436754595,"Regular Red CubeClone218 was picked up"
"sdP11","solo",1,"e","grab",316.1108,638265686467024676,638265686470185784,"Regular Red CubeClone228 was picked up"
"sdP11","solo",1,"e","grab",427.2773,638265686517255242,638265686521528015,"Regular Red CubeClone232 was picked up"
"sdP11","solo",1,"e","grab",364.0508,638265686549183493,638265686552824001,"Regular Blue CubeClone237 was picked up"
"sdP11","solo",1,"e","grab",402.5482,638265686587133850,638265686591159332,"Regular Blue CubeClone242 was picked up"
"sdP11","solo",1,"e","grab",435.3735,638265686611217462,638265686615571197,"Regular Neutral CubeClone248 was picked up"
"sdP11","solo",1,"e","grab",227.9112,638265686664178012,638265686666457124,"Regular Blue CubeClone255 was picked up"
"sdP11","solo",1,"e","grab",804.1679,638265686708713971,638265686716755650,"Regular Red CubeClone260 was picked up"
"sdP11","solo",1,"e","grab",299.1126,638265686771804916,638265686774796042,"Regular Gold CubeClone139 was picked up"
"sdP11","solo",1,"e","grab",1569.6967,638265686885920635,638265686901617602,"Regular Blue CubeClone284 was picked up"
"sdP11","solo",1,"e","grab",426.9055,638265686994766881,638265686999035936,"Regular Blue CubeClone302 was picked up"
"sdP11","solo",1,"e","grab",263.9611,638265687080182914,638265687082822525,"Regular Neutral CubeClone312 was picked up"
"sdP11","solo",1,"e","grab",180.5454,638265687111244494,638265687113049948,"Regular Blue CubeClone316 was picked up"
"sdP11","solo",1,"e","grab",474.9607,638265687142445360,638265687147194967,"Regular Neutral CubeClone322 was picked up"
"sdP11","solo",1,"e","grab",383.3144,638265687210328818,638265687214161962,"Regular Blue CubeClone331 was picked up"
"sdP11","solo",1,"e","grab",437.2184,638265687259871676,638265687264243860,"Regular Gold CubeClone285 was picked up"
"sdP11","solo",1,"e","grab",1659.8903,638265687318767298,638265687335366201,"Regular Red CubeClone347 was picked up"
"sdP11","solo",1,"e","grab",166.3303,638265687372354707,638265687374018010,"Regular Neutral CubeClone354 was picked up"
"sdP11","solo",1,"e","grab",470.8735,638265687405545768,638265687410254503,"Regular Blue CubeClone359 was picked up"
"sdP11","solo",1,"e","grab",464.4966,638265687425560569,638265687430205535,"Regular Neutral CubeClone360 was picked up"
"sdP11","solo",1,"e","grab",267.4246,638265687468505819,638265687471180065,"Regular Gold CubeClone343 was picked up"
"sdP11","solo",1,"e","grab",435.8581,638265687683903876,638265687688262457,"Regular Neutral CubeClone395 was picked up"
"sdP11","solo",1,"e","grab",188.913,638265687738621414,638265687740510544,"Regular Gold CubeClone394 was picked up"
"sdP11","solo",1,"e","place",1278.5761,638265684896438704,638265684909224465,"Regular Red CubeClone6was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",1284.9496,638265684944373519,638265684957223015,"Regular Blue CubeClone13was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",835.028,638265684994069730,638265685002420010,"Regular Red CubeClone17was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",927.5774,638265685048593769,638265685057869543,"Regular Red CubeClone23was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",906.0342,638265685080930985,638265685089991327,"Regular Blue CubeClone31was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",838.693,638265685109976382,638265685118363312,"Regular Blue CubeClone37was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",645.7577,638265685143864546,638265685150322123,"Regular Blue CubeClone43was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",639.0116,638265685166664905,638265685173055021,"Regular Red CubeClone44was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",710.5552,638265685306873024,638265685313978576,"Regular Neutral CubeClone66was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",499.51,638265685342395021,638265685347390121,"Regular Neutral CubeClone71was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",445.2854,638265685403274799,638265685407727653,"Regular Neutral CubeClone78was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",608.5063,638265685521552038,638265685527637101,"Regular Red CubeClone94was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",347.6719,638265685604413565,638265685607890284,"Regular Blue CubeClone105was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",728.3226,638265685675343644,638265685682626870,"Regular Red CubeClone113was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",1291.7649,638265685713266101,638265685726183750,"Regular Neutral CubeClone122was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",609.1034,638265685770305515,638265685776396549,"Regular Neutral CubeClone129was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",1023.3772,638265685803096696,638265685813330468,"Regular Gold CubeClone1was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",663.2859,638265685889727965,638265685896360824,"Regular Blue CubeClone142was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",637.994,638265685993548676,638265685999928616,"Regular Neutral CubeClone161was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",881.0359,638265686040788141,638265686049598500,"Regular Neutral CubeClone167was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",497.3388,638265686087761057,638265686092734445,"Regular Neutral CubeClone174was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",452.4688,638265686150463627,638265686154988315,"Regular Blue CubeClone183was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",585.9404,638265686200450240,638265686206309644,"Regular Blue CubeClone188was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",742.9854,638265686220740030,638265686228169884,"Regular Red CubeClone190was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",627.6616,638265686317197371,638265686323473987,"Regular Red CubeClone203was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",478.0119,638265686334976758,638265686339756877,"Regular Red CubeClone205was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",719.7889,638265686371027066,638265686378224955,"Regular Red CubeClone210was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",520.7468,638265686405762514,638265686410969982,"Regular Blue CubeClone213was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",823.3894,638265686445650441,638265686453884335,"Regular Red CubeClone218was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",682.858,638265686476696315,638265686483524895,"Regular Red CubeClone228was dropped in DropzonePlaceHolderClone1"
"sdP11","solo",1,"e","place",511.9076,638265686541143560,638265686546262636,"Regular Red CubeClone232was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",307.49,638265686561046469,638265686564121369,"Regular Blue CubeClone237was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",561.7193,638265686602034650,638265686607651843,"Regular Blue CubeClone242was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",565.9852,638265686632071772,638265686637731624,"Regular Neutral CubeClone248was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",274.8123,638265686675961934,638265686678710057,"Regular Blue CubeClone255was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",729.7265,638265686780923337,638265686788220602,"Regular Gold CubeClone139was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",1105.4377,638265686856115820,638265686867170197,"Regular Gold CubeClone281was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",992.2746,638265686935396848,638265686945319594,"Regular Blue CubeClone284was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",712.108,638265687006889417,638265687014010497,"Regular Blue CubeClone302was dropped in DropzonePlaceHolderClone5"
"sdP11","solo",1,"e","place",443.0096,638265687096511762,638265687100941858,"Regular Neutral CubeClone312was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",711.8643,638265687117930726,638265687125049369,"Regular Blue CubeClone316was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",364.026,638265687160323298,638265687163963558,"Regular Neutral CubeClone322was dropped in DropzonePlaceHolderClone4"
"sdP11","solo",1,"e","place",907.8644,638265687345009953,638265687354088597,"Regular Red CubeClone347was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",691.7817,638265687383515581,638265687390433398,"Regular Neutral CubeClone354was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",862.5676,638265687506090911,638265687514716587,"Regular Gold CubeClone371was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",923.5029,638265687544820055,638265687554055084,"Regular Red CubeClone372was dropped in DropzonePlaceHolderClone2"
"sdP11","solo",1,"e","place",692.5758,638265687643516409,638265687650442167,"Regular Gold CubeClone375was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",859.0607,638265687702148896,638265687710739503,"Regular Neutral CubeClone395was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",1,"e","place",1149.3834,638265687746012450,638265687757506284,"Regular Gold CubeClone394was dropped in DropzonePlaceHolderClone3"
"sdP11","solo",2,"e","grab",310.9548,638265688506162280,638265688509271828,"Regular Blue CubeClone16 was picked up"
"sdP11","solo",2,"e","grab",435.8342,638265688554903286,638265688559261628,"Regular Blue CubeClone23 was picked up"
"sdP11","solo",2,"e","grab",8.9762,638265688584340791,638265688584430553,"Regular Blue CubeClone26 was picked up"
