"Participant","Condition","Trial","Age","Gender","Group","BlinkTime","BlinkStartTime","BlinkEndTime","blinkRowCounter"
"P12","co","1","22","m","e",256.0577,637959119992388409,637959119994948986,23
"P12","co","1","22","m","e",62.0134,637959120017374067,637959120017994201,5
"P12","co","1","22","m","e",96.0218,637959120028526587,637959120029486805,8
"P12","co","1","22","m","e",220.0495,637959120068685677,637959120070886172,20
"P12","co","1","22","m","e",345.0783,637959120077117579,637959120080568362,30
"P12","co","1","22","m","e",67.0156,637959120087990040,637959120088660196,2
"P12","co","1","22","m","e",65.0144,637959120089140304,637959120089790448,5
"P12","co","1","22","m","e",255.0579,637959120117536725,637959120120087304,22
"P12","co","1","22","m","e",212.8831,637959120169723651,637959120171852482,19
"P12","co","1","22","m","e",96.0216,637959120182302672,637959120183262888,7
"P12","co","1","22","m","e",257.0583,637959120194943349,637959120197513932,22
"P12","co","1","22","m","e",45.0103,637959120216188153,637959120216638256,3
"P12","co","1","22","m","e",127.0288,637959120219108814,637959120220379102,10
"P12","co","1","22","m","e",67.0154,637959120225590280,637959120226260434,2
"P12","co","1","22","m","e",89.0194,637959120241362735,637959120242252929,7
"P12","co","1","22","m","e",46.0106,637959120290003483,637959120290463589,3
"P12","co","1","22","m","e",130.0299,637959120298815474,637959120300115773,9
"P12","co","1","22","m","e",113.0259,637959120315809318,637959120316939577,9
"P12","co","1","22","m","e",102.0242,637959120359319167,637959120360339409,8
"P12","co","2","22","m","e",123.028,637959121011368606,637959121012598886,10
"P12","co","2","22","m","e",135.0305,637959121021240846,637959121022591151,9
"P12","co","2","22","m","e",111.0249,637959121029692753,637959121030803002,4
"P12","co","2","22","m","e",148.033,637959121042475654,637959121043955984,12
"P12","co","2","22","m","e",303.0677,637959121065340823,637959121068371500,26
"P12","co","2","22","m","e",78.0179,637959121075383091,637959121076163270,6
"P12","co","2","22","m","e",89.0187,637959121113431715,637959121114321902,3
"P12","co","2","22","m","e",92.0204,637959121117992731,637959121118912935,7
"P12","co","2","22","m","e",248.0566,637959121124314163,637959121126794729,11
"P12","co","2","22","m","e",286.0647,637959121133006128,637959121135866775,26
"P12","co","2","22","m","e",174.0386,637959121152460533,637959121154200919,15
"P12","co","2","22","m","e",65.8218,637959121167183606,637959121167841824,5
"P12","co","2","22","m","e",222.9961,637959121169863737,637959121172093698,20
"P12","co","2","22","m","e",111.0253,637959121186522442,637959121187632695,9
"P12","co","2","22","m","e",271.9189,637959121220289574,637959121223008763,23
"P12","co","2","22","m","e",311.0138,637959121239830162,637959121242940300,13
"P12","co","2","22","m","e",114.0256,637959121263274421,637959121264414677,9
"P12","co","2","22","m","e",117.0266,637959121278698828,637959121279869094,10
"P12","co","2","22","m","e",243.0552,637959121293469559,637959121295900111,19
"P12","co","2","22","m","e",241.0538,637959121311235147,637959121313645685,20
"P12","co","2","22","m","e",328.0744,637959121368378071,637959121371658815,29
"P12","co","2","22","m","e",293.067,637959121376639939,637959121379570609,25
"P12","co","2","22","m","e",109.0246,637959121402235730,637959121403325976,9
"P12","co","2","22","m","e",243.0555,637959121417089086,637959121419519641,10
"P12","co","2","22","m","e",141.0314,637959121423640575,637959121425050889,10
"P12","co","2","22","m","e",78.0179,637959121489625497,637959121490405676,6
"P12","co","2","22","m","e",102.0232,637959121500057859,637959121501078091,8
"P12","co","2","22","m","e",167.0379,637959121508489767,637959121510160146,9
"P12","co","2","22","m","e",222.0498,637959121512660715,637959121514881213,19
"P12","co","2","22","m","e",346.0785,637959121532785263,637959121536246048,31
"P12","co","2","22","m","e",125.0276,637959121572044153,637959121573294429,10
"P12","co","2","22","m","e",32.0075,637959121573634507,637959121573954582,2
"P12","co","2","22","m","e",300.0679,637959121587237579,637959121590238258,26
"P12","co","2","22","m","e",114.0257,637959121603011151,637959121604151408,9
"P12","co","2","22","m","e",271.5699,637959121624435995,637959121627151694,23
"P12","co","2","22","m","e",290.066,637959121635204101,637959121638104761,26
"P12","co","2","22","m","e",267.0605,637959121645206365,637959121647876970,11
"P12","co","2","22","m","e",189.2602,637959121668661672,637959121670554274,16
"P12","co","2","22","m","e",244.0568,637959121691967819,637959121694408387,10
"P12","co","2","22","m","e",177.0405,637959121700014528,637959121701784933,15
"P12","co","2","22","m","e",177.0399,637959121717288442,637959121719058841,7
"P12","co","2","22","m","e",112.0254,637959121723979950,637959121725100204,9
"P12","co","2","22","m","e",112.025,637959121739533477,637959121740653727,9
"P12","co","2","22","m","e",381.0863,637959121755497085,637959121759307948,33
"P12","co","2","22","m","e",233.0524,637959121770810553,637959121773141077,19
"P12","co","2","22","m","e",66.0147,637959121787254270,637959121787914417,2
"P12","co","2","22","m","e",224.0507,637959121815030555,637959121817271062,19
"P12","co","2","22","m","e",243.055,637959121834905046,637959121837335596,21
"P12","co","2","22","m","e",101.0228,637959121850228522,637959121851238750,5
"P12","co","2","22","m","e",110.0249,637959121851348774,637959121852449023,9
"P12","co","2","22","m","e",272.0608,637959121858840466,637959121861561074,24
"P12","co","2","22","m","e",67.0151,637959121867892512,637959121868562663,2
"P12","co","2","22","m","e",214.0488,637959121904330754,637959121906471242,18
"P12","co","2","22","m","e",280.0631,637959121926755836,637959121929556467,21
"P12","co","2","22","m","e",83.019,637959121947450507,637959121948280697,6
"P12","co","2","22","m","e",151.0338,637959121949981086,637959121951491424,13
"P12","co","2","22","m","e",100.0229,637959121972236118,637959121973236347,7
"P12","co","2","22","m","e",50.0118,637959121995121290,637959121995621408,3
"P12","co","2","22","m","e",188.0426,637959122018771721,637959122020652147,16
"P13","s","1","32","m","c",145.0328,637959130930318116,637959130931768444,12
"P13","s","1","32","m","c",123.0273,637959130950832763,637959130952063036,10
"P13","s","1","32","m","c",100.0223,637959130956374015,637959130957374238,8
"P13","s","1","32","m","c",217.0493,637959130970027099,637959130972197592,18
"P13","s","1","32","m","c",120.0272,637959130986540835,637959130987741107,10
"P13","s","1","32","m","c",135.0299,637959130995342829,637959130996693128,5
"P13","s","1","32","m","c",146.0338,637959131029350515,637959131030810853,12
"P13","s","1","32","m","c",302.0687,637959131038262536,637959131041283223,26
"P13","s","1","32","m","c",190.0426,637959131046594422,637959131048494848,16
"P13","s","1","32","m","c",232.0525,637959131069889693,637959131072210218,21
"P13","s","1","32","m","c",133.0299,637959131138305170,637959131139635469,12
"P13","s","1","32","m","c",142.0325,637959131148767533,637959131150187858,6
"P13","s","1","32","m","c",124.0279,637959131161350384,637959131162590663,10
"P13","s","1","32","m","c",110.0245,637959131178189279,637959131179289524,9
"P13","s","1","32","m","c",279.063,637959131200414815,637959131203205445,24
"P13","s","1","32","m","c",191.0429,637959131218402404,637959131220312833,16
"P13","s","1","32","m","c",126.0285,637959131256475591,637959131257735876,10
"P13","s","1","32","m","c",136.0305,637959131290013184,637959131291373489,11
"P13","s","1","32","m","c",175.0391,637959131311908139,637959131313658530,15
"P13","s","1","32","m","c",90.0208,637959131329992221,637959131330892429,7
"P13","s","1","32","m","c",46.0098,637959131331122483,637959131331582581,3
"P13","s","1","32","m","c",92.0212,637959131342985167,637959131343905379,7
"P13","s","1","32","m","c",167.0373,637959131348476413,637959131350146786,14
"P13","s","1","32","m","c",191.043,637959131366440476,637959131368350906,16
"P13","s","1","32","m","c",111.0246,637959131394016712,637959131395126958,9
"P13","s","1","32","m","c",190.0427,637959131411520676,637959131413421103,16
"P13","s","1","32","m","c",207.0474,637959131427984396,637959131430054870,18
"P13","s","1","32","m","c",210.0475,637959131446168509,637959131448268984,16
"P13","s","1","32","m","c",167.038,637959131458981408,637959131460651788,14
"P13","s","1","32","m","c",211.0477,637959131479065954,637959131481176431,18
"P13","s","1","32","m","c",103.0227,637959131494809517,637959131495839744,8
"P13","s","1","32","m","c",132.0309,637959131538829471,637959131540149780,10
"P13","s","1","32","m","c",80.018,637959131559580751,637959131560380931,6
"P13","s","1","32","m","c",141.0316,637959131578241673,637959131579651989,12
"P13","s","1","32","m","c",135.03,637959131596465798,637959131597816098,11
"P13","s","1","32","m","c",132.0297,637959131612983068,637959131614303365,11
"P13","s","1","32","m","c",88.5219,637959131623095349,637959131623980568,7
"P13","s","1","32","m","c",102.0223,637959131639754139,637959131640774362,8
"P13","s","1","32","m","c",159.0357,637959131653817317,637959131655407674,14
"P13","s","1","32","m","c",136.0305,637959131698407403,637959131699767708,11
"P13","s","1","32","m","c",134.0302,637959131711930464,637959131713270766,5
"P13","s","1","32","m","c",135.0303,637959131727824060,637959131729174363,11
"P13","s","1","32","m","c",100.0226,637959131739596724,637959131740596950,6
"P13","s","1","32","m","c",79.0178,637959131741587172,637959131742377350,6
"P13","s","1","32","m","c",49.0115,637959131759591243,637959131760081358,4
"P13","s","1","32","m","c",205.0461,637959131810782827,637959131812833288,17
"P13","s","1","32","m","c",103.0235,637959131829327021,637959131830357256,8
"P13","s","1","32","m","c",66.0152,637959131856213101,637959131856873253,5
"P13","s","1","32","m","c",70.0167,637959131870536966,637959131871237133,5
"P13","s","1","32","m","c",157.0353,637959131884580147,637959131886150500,13
"P13","s","1","32","m","c",122.0276,637959131902307844,637959131903528120,10
"P13","s","1","32","m","c",78.0176,637959131920239036,637959131921019212,6
"P13","s","1","32","m","c",124.0275,637959131932519883,637959131933760158,10
"P13","s","1","32","m","c",112.0255,637959131934760381,637959131935880636,9
"P13","s","1","32","m","c",89.0204,637959131947723314,637959131948613518,7
"P13","s","1","32","m","c",189.0426,637959131964747167,637959131966637593,16
"P13","s","1","32","m","c",154.0349,637959131992932904,637959131994473253,6
"P13","s","1","32","m","c",66.0151,637959132009310596,637959132009970747,5
"P13","s","1","32","m","c",166.0376,637959132021033248,637959132022693624,14
"P13","s","1","32","m","c",67.0155,637959132035916614,637959132036586769,5
"P13","s","1","32","m","c",46.0104,637959132066353501,637959132066813605,3
"P13","co","2","32","m","c",147.033,637959132576676124,637959132578146454,13
"P13","co","2","32","m","c",101.0231,637959132596410582,637959132597420813,8
"P13","co","2","32","m","c",199.0451,637959132600001399,637959132601991850,8
"P13","co","2","32","m","c",146.0331,637959132615664944,637959132617125275,12
"P13","co","2","32","m","c",258.0591,637959132630468286,637959132633048877,22
"P13","co","2","32","m","c",166.0378,637959132647142065,637959132648802443,14
"P13","co","2","32","m","c",147.0333,637959132666106357,637959132667576690,12
"P13","co","2","32","m","c",123.0277,637959132703404794,637959132704635071,10
"P13","co","2","32","m","c",244.055,637959132711296577,637959132713737127,21
"P13","co","2","32","m","c",134.0301,637959132726440005,637959132727780306,11
"P13","co","2","32","m","c",218.0496,637959132743213798,637959132745394294,19
"P13","co","2","32","m","c",112.0255,637959132759647516,637959132760767771,9
"P13","co","2","32","m","c",209.0472,637959132780822307,637959132782912779,17
"P13","co","2","32","m","c",57.0129,637959132792364916,637959132792935045,4
"P13","co","2","32","m","c",111.0269,637959132802307168,637959132803417437,9
"P13","co","2","32","m","c",222.0502,637959132829573336,637959132831793838,11
"P13","co","2","32","m","c",69.0156,637959132847277339,637959132847967495,5
"P13","co","2","32","m","c",144.0325,637959132877824250,637959132879264575,12
"P13","co","2","32","m","c",123.0286,637959132890327075,637959132891557361,10
"P13","co","2","32","m","c",45.0099,637959132894928125,637959132895378224,3
"P13","co","2","32","m","c",358.812,637959132921983513,637959132925571633,31
"P13","co","2","32","m","c",114.0257,637959132937324294,637959132938464551,9
"P13","co","2","32","m","c",111.0261,637959132943965790,637959132945076051,4
"P13","co","2","32","m","c",45.0093,637959132946186338,637959132946636431,2
"P13","co","2","32","m","c",159.0399,637959132957987507,637959132959577906,13
"P13","co","2","32","m","c",203.0459,637959132973847522,637959132975877981,17
"P13","co","2","32","m","c",145.0329,637959132989331024,637959132990781353,12
"P13","co","2","32","m","c",111.0247,637959133005204615,637959133006314862,9
"P13","co","2","32","m","c",189.0429,637959133039482367,637959133041372796,16
"P13","co","2","32","m","c",81.0184,637959133064948130,637959133065758314,6
"P13","co","2","32","m","c",162.0372,637959133076520743,637959133078141115,14
"P13","co","2","32","m","c",211.0476,637959133123901468,637959133126011944,18
"P13","co","2","32","m","c",74.0169,637959133138814841,637959133139555010,6
"P13","co","2","32","m","c",200.0449,637959133148326996,637959133150327445,8
"P13","co","2","32","m","c",100.0233,637959133151657741,637959133152657974,8
"P13","co","2","32","m","c",161.0363,637959133178983931,637959133180594294,13
"P13","co","2","32","m","c",90.0208,637959133181364467,637959133182264675,7
"P13","co","2","32","m","c",67.0157,637959133218452853,637959133219123010,5
"P13","co","2","32","m","c",90.02,637959133244778810,637959133245679010,7
"P13","co","2","32","m","c",180.0413,637959133259832214,637959133261632627,15
"P13","co","2","32","m","c",100.0223,637959133302151794,637959133303152017,6
"P13","co","2","32","m","c",133.029,637959133322638129,637959133323968419,11
"P13","co","2","32","m","c",114.026,637959133343912930,637959133345053190,9
"P13","co","2","32","m","c",155.0347,637959133363567381,637959133365117728,13
"P13","co","2","32","m","c",112.8739,637959133374014252,637959133375142991,8
"P13","co","2","32","m","c",89.0198,637959133377111967,637959133378002165,7
"P13","co","2","32","m","c",88.9987,637959133391364112,637959133392254099,7
"P13","co","2","32","m","c",167.041,637959133407204546,637959133408874956,14
"P13","co","2","32","m","c",112.0252,637959133433134232,637959133434254484,9
"P13","co","2","32","m","c",189.0428,637959133457009634,637959133458900062,16
"P13","co","2","32","m","c",156.0355,637959133469632490,637959133471192845,13
"P13","co","2","32","m","c",123.0278,637959133480785012,637959133482015290,10
"P13","co","2","32","m","c",58.0136,637959133509411484,637959133509991620,4
"P13","co","2","32","m","c",90.0204,637959133527045477,637959133527945681,7
"P13","co","2","32","m","c",144.0323,637959133548420313,637959133549860636,12
"P13","co","2","32","m","c",232.0533,637959133567154550,637959133569475083,21
"P13","co","1","32","m","c",134.0304,637959135528199617,637959135529539921,10
"P13","co","1","32","m","c",118.0272,637959135541582639,637959135542762911,10
"P13","co","1","32","m","c",133.0296,637959135567633731,637959135568964027,11
"P13","co","1","32","m","c",205.0465,637959135572904924,637959135574955389,13
"P13","co","1","32","m","c",88.0201,637959135588068354,637959135588948555,7
"P13","co","1","32","m","c",158.8872,637959135614437139,637959135616026011,14
"P13","co","1","32","m","c",264.9922,637959135624845991,637959135627495913,16
"P13","co","1","32","m","c",134.0302,637959135641482383,637959135642822685,11
"P13","co","1","32","m","c",126.029,637959135651214582,637959135652474872,8
"P13","co","1","32","m","c",55.0135,637959135662817202,637959135663367337,4
"P13","co","1","32","m","c",93.0216,637959135665017705,637959135665947921,8
"P13","co","1","32","m","c",128.0291,637959135670859027,637959135672139318,6
"P13","co","1","32","m","c",121.0272,637959135685392316,637959135686602588,9
"P13","co","1","32","m","c",185.0425,637959135700135646,637959135701986071,13
"P13","co","1","32","m","c",86.0201,637959135726931709,637959135727791910,7
"P13","co","1","32","m","c",132.03,637959135733683238,637959135735003538,5
"P13","co","1","32","m","c",136.031,637959135740694826,637959135742055136,11
"P13","co","1","32","m","c",141.0316,637959135766560677,637959135767970993,11
"P13","co","1","32","m","c",156.0359,637959135774582490,637959135776142849,13
"P13","co","1","32","m","c",248.0557,637959135786715240,637959135789195797,21
"P13","co","1","32","m","c",165.0372,637959135800668396,637959135802318768,14
"P13","co","1","32","m","c",137.0307,637959135807489936,637959135808860243,9
"P13","co","1","32","m","c",44.0102,637959135824863862,637959135825303964,3
"P13","co","1","32","m","c",226.0502,637959135830185078,637959135832445580,19
"P13","co","1","32","m","c",178.0399,637959135845208469,637959135846988868,15
"P13","co","1","32","m","c",133.0308,637959135854840645,637959135856170953,9
"P13","co","1","32","m","c",123.0275,637959135861942256,637959135863172531,9
"P13","co","1","32","m","c",210.0479,637959135901401181,637959135903501660,17
"P13","co","1","32","m","c",129.0293,637959135920655538,637959135921945831,11
"P13","co","1","32","m","c",133.0302,637959135939799867,637959135941130169,7
"P13","co","1","32","m","c",89.0198,637959135953242910,637959135954133108,3
"P13","co","1","32","m","c",57.0125,637959135969941774,637959135970511899,4
"P13","co","1","32","m","c",258.058,637959135994025913,637959135996606493,22
"P13","co","1","32","m","c",198.0449,637959136002777894,637959136004758343,8
"P13","co","1","32","m","c",234.0528,637959136012210029,637959136014550557,10
"P13","co","1","32","m","c",146.5119,637959136024697052,637959136026162171,12
"P13","co","1","32","m","c",204.0459,637959136040335381,637959136042375840,17
"P13","co","1","32","m","c",155.0352,637959136052208065,637959136053758417,8
"P13","co","1","32","m","c",206.0461,637959136094167560,637959136096228021,11
"P13","co","1","32","m","c",381.0856,637959136109721077,637959136113531933,33
"P13","co","1","32","m","c",111.0248,637959136124774483,637959136125884731,9
"P13","co","1","32","m","c",99.0217,637959136137557374,637959136138547591,8
"P13","co","1","32","m","c",223.0504,637959136142708538,637959136144939042,20
"P13","co","1","32","m","c",128.0293,637959136192239743,637959136193520036,10
"P13","co","1","32","m","c",55.013,637959136204692558,637959136205242688,4
"P13","co","1","32","m","c",159.0364,637959136210653907,637959136212244271,10
"P13","co","1","32","m","c",181.0409,637959136217135374,637959136218945783,15
"P13","co","1","32","m","c",188.0429,637959136230898484,637959136232778913,16
"P13","co","1","32","m","c",217.0486,637959136276548820,637959136278719306,18
"P13","co","1","32","m","c",189.0432,637959136301344420,637959136303234852,16
"P13","co","1","32","m","c",185.0416,637959136314537412,637959136316387828,15
"P13","co","1","32","m","c",201.0457,637959136320628785,637959136322639242,10
"P13","co","1","32","m","c",111.025,637959136336862463,637959136337972713,4
"P13","co","1","32","m","c",255.5636,637959136346414622,637959136348970258,22
"P13","co","1","32","m","c",166.0378,637959136360953946,637959136362614324,14
"P13","co","1","32","m","c",147.0328,637959136370186042,637959136371656370,7
"P13","co","1","32","m","c",125.0281,637959136378447902,637959136379698183,11
"P13","co","1","32","m","c",100.0233,637959136386959825,637959136387960058,7
"P13","co","1","32","m","c",235.0529,637959136418023911,637959136420374440,20
"P13","co","1","32","m","c",88.0195,637959136420884561,637959136421764756,7
"P13","co","1","32","m","c",106.0245,637959136446410331,637959136447470576,9
"P13","co","1","32","m","c",180.0419,637959136473086361,637959136474886780,15
"P13","co","1","32","m","c",162.0365,637959136485879261,637959136487499626,12
"P13","co","1","32","m","c",89.0204,637959136512995391,637959136513885595,3
"P13","co","1","32","m","c",133.0304,637959136581670933,637959136583001237,10
"P13","co","1","32","m","c",189.0425,637959136648396028,637959136650286453,16
"P13","co","1","32","m","c",91.0211,637959136662739271,637959136663649482,7
"P13","co","1","32","m","c",211.0483,637959136704918813,637959136707029296,10
"P13","co","2","32","m","c",155.0354,637959137362636553,637959137364186907,6
"P13","co","2","32","m","c",139.0313,637959137373388986,637959137374779299,11
"P13","co","2","32","m","c",184.0415,637959137379190298,637959137381030713,16
"P13","co","2","32","m","c",99.0227,637959137383031163,637959137384021390,8
"P13","co","2","32","m","c",210.0474,637959137392413289,637959137394513763,18
"P13","co","2","32","m","c",245.0558,637959137398284614,637959137400735172,10
"P13","co","2","32","m","c",166.0381,637959137412287780,637959137413948161,7
"P13","co","2","32","m","c",67.0149,637959137422520104,637959137423190253,5
"P13","co","2","32","m","c",184.0411,637959137429391665,637959137431232076,11
"P13","co","2","32","m","c",193.0434,637959137444735127,637959137446665561,14
"P13","co","2","32","m","c",189.0425,637959137451936755,637959137453827180,15
"P13","co","2","32","m","c",176.0403,637959137458498236,637959137460258639,15
"P13","co","2","32","m","c",357.0806,637959137466620080,637959137470190886,31
"P13","co","2","32","m","c",165.0373,637959137477382510,637959137479032883,14
"P13","co","2","32","m","c",164.0376,637959137492836003,637959137494476379,14
"P13","co","2","32","m","c",88.019,637959137516677161,637959137517557351,3
"P13","co","2","32","m","c",178.0407,637959137525569169,637959137527349576,7
"P13","co","2","32","m","c",130.0295,637959137532980844,637959137534281139,11
"P13","co","2","32","m","c",256.2132,637959137546565622,637959137549127754,22
"P13","co","2","32","m","c",343.2192,637959137561821165,637959137565253357,30
"P13","co","2","32","m","c",160.0364,637959137603512012,637959137605112376,14
"P13","co","2","32","m","c",206.0468,637959137609593387,637959137611653855,18
"P13","co","2","32","m","c",116.026,637959137658284403,637959137659444663,9
"P13","co","2","32","m","c",143.0326,637959137679099112,637959137680529438,12
"P13","co","2","32","m","c",167.0375,637959137689261411,637959137690931786,13
"P13","co","2","32","m","c",219.0498,637959137706795375,637959137708985873,17
"P13","co","2","32","m","c",167.0378,637959137731811038,637959137733481416,8
"P13","co","2","32","m","c",302.0682,637959137743693726,637959137746714408,22
"P13","co","2","32","m","c",121.0275,637959137761707800,637959137762918075,10
"P13","co","2","32","m","c",155.0353,637959137775790985,637959137777341338,12
"P13","co","2","32","m","c",156.0353,637959137790894403,637959137792454756,13
"P13","co","2","32","m","c",116.0262,637959137804997596,637959137806157858,9
"P13","co","2","32","m","c",130.0285,637959137822811628,637959137824111913,11
"P13","co","2","32","m","c",145.0324,637959137853558581,637959137855008905,12
"P13","co","2","32","m","c",34.0077,637959137875133461,637959137875473538,2
"P13","co","2","32","m","c",111.025,637959137889746767,637959137890857017,9
"P13","co","2","32","m","c",150.034,637959137908465543,637959137909965883,14
"P13","co","2","32","m","c",74.0166,637959137925079300,637959137925819466,5
"P13","co","2","32","m","c",58.0134,637959137926039514,637959137926619648,3
"P13","co","2","32","m","c",145.0327,637959137932170910,637959137933621237,12
"P13","co","2","32","m","c",154.0351,637959137948403247,637959137949943598,13
"P13","co","2","32","m","c",110.0254,637959137963530480,637959137964630734,9
"P13","co","2","32","m","c",166.0371,637959137982326002,637959137983986373,13
"P13","co","2","32","m","c",90.0204,637959138001740391,637959138002640595,7
"P13","co","2","32","m","c",126.0286,637959138021754918,637959138023015204,5
"P13","co","2","32","m","c",101.0229,637959138041679425,637959138042689654,8
"P13","co","2","32","m","c",333.0759,637959138068225426,637959138071556185,14
"P14","s","1","22","m","e",144.0335,637959144714304284,637959144715744619,12
"P14","s","1","22","m","e",35.0078,637959144716074692,637959144716424770,2
"P14","s","1","22","m","e",249.0567,637959144810025944,637959144812516511,21
"P14","s","1","22","m","e",45.0104,637959144829690392,637959144830140496,3
"P14","s","1","22","m","e",245.0567,637959144843793587,637959144846244154,12
"P14","s","1","22","m","e",34.0073,637959144884612823,637959144884952896,2
"P14","s","1","22","m","e",267.0608,637959144898345925,637959144901016533,23
"P14","s","1","22","m","e",72.0164,637959144912839205,637959144913559369,6
"P14","s","1","22","m","e",222.0501,637959144929763035,637959144931983536,12
"P14","s","1","22","m","e",318.0722,637959144971852553,637959144975033275,27
"P14","s","1","22","m","e",156.0354,637959145020303517,637959145021863871,13
"P14","s","1","22","m","e",79.0178,637959145039861966,637959145040652144,6
"P14","s","1","22","m","e",256.0574,637959145059416389,637959145061976963,22
"P14","s","1","22","m","e",79.0177,637959145081069924,637959145081860101,6
"P14","s","1","22","m","e",33.0078,637959145085190850,637959145085520928,2
"P14","s","1","22","m","e",156.9578,637959145099940876,637959145101510454,13
"P14","s","1","22","m","e",206.0462,637959145156711687,637959145158772149,18
"P14","s","1","22","m","e",111.0248,637959145182647560,637959145183757808,9
"P14","s","1","22","m","e",233.0526,637959145206913045,637959145209243571,20
"P14","s","1","22","m","e",89.0203,637959145221326305,637959145222216508,7
"P14","s","1","22","m","e",223.0505,637959145240450632,637959145242681137,19
"P14","s","1","22","m","e",221.0494,637959145252953463,637959145255163957,14
"P14","s","1","22","m","e",137.0317,637959145268516977,637959145269887294,11
"P14","s","1","22","m","e",66.0148,637959145270107342,637959145270767490,5
"P14","s","1","22","m","e",177.0397,637959145305265297,637959145307035694,15
"P14","s","1","22","m","e",205.0469,637959145327530333,637959145329580802,18
"P14","s","1","22","m","e",33.0076,637959145329700822,637959145330030898,2
"P14","s","1","22","m","e",88.02,637959145348965182,637959145349845382,7
"P14","s","1","22","m","e",67.0161,637959145349965406,637959145350635567,5
"P14","s","1","22","m","e",113.0259,637959145366149067,637959145367279326,9
"P14","s","1","22","m","e",44.0098,637959145371070181,637959145371510279,3
"P14","s","1","22","m","e",144.0328,637959145391594822,637959145393035150,12
"P14","s","1","22","m","e",155.0352,637959145485561449,637959145487111801,13
"P14","s","1","22","m","e",125.0281,637959145507643039,637959145508893320,10
"P14","s","1","22","m","e",79.018,637959145513504365,637959145514294545,6
"P14","s","1","22","m","e",104.0239,637959145514394566,637959145515434805,8
"P14","s","1","22","m","e",34.0078,637959145526977413,637959145527317491,2
"P14","s","1","22","m","e",279.0634,637959145540500473,637959145543291107,24
"P14","s","1","22","m","e",233.0524,637959145572487710,637959145574818234,21
"P14","s","1","22","m","e",45.0107,637959145606285352,637959145606735459,3
"P14","s","1","22","m","e",122.0276,637959145659227329,637959145660447605,10
"P14","s","1","22","m","e",33.008,637959145660557628,637959145660887708,2
"P14","s","1","22","m","e",100.0235,637959145660997726,637959145661997961,8
"P14","s","1","22","m","e",155.0346,637959145676331206,637959145677881552,6
"P14","s","1","22","m","e",45.0105,637959145678101599,637959145678551704,3
"P14","s","1","22","m","e",145.0332,637959145700876751,637959145702327083,12
"P14","s","1","22","m","e",255.0571,637959145719360942,637959145721911513,22
"P14","s","1","22","m","e",178.04,637959145750437969,637959145752218369,15
"P14","s","1","22","m","e",66.0148,637959145752558447,637959145753218595,5
"P14","s","1","22","m","e",286.0651,637959145770452495,637959145773313146,25
"P14","s","1","22","m","e",100.0229,637959145786656160,637959145787656389,8
"P14","s","1","22","m","e",122.0277,637959145787886437,637959145789106714,10
"P14","s","1","22","m","e",142.0322,637959145804810265,637959145806230587,12
"P14","s","1","22","m","e",65.0146,637959145828595650,637959145829245796,5
"P14","s","1","22","m","e",222.0509,637959145854638208,637959145856858717,19
"P14","s","1","22","m","e",322.0719,637959145873392458,637959145876613177,28
"P14","s","1","22","m","e",102.2668,637959145889584250,637959145890606918,8
"P14","s","1","22","m","e",145.0332,637959145901006318,637959145902456650,12
"P14","s","1","22","m","e",111.0252,637959145923017611,637959145924127863,9
"P14","s","1","22","m","e",125.0288,637959145948793443,637959145950043731,10
"P14","s","1","22","m","e",100.0227,637959145968757964,637959145969758191,9
"P14","s","1","22","m","e",319.0724,637959145994663822,637959145997854546,27
"P14","s","1","22","m","e",142.032,637959146008686993,637959146010107313,11
"P14","s","1","22","m","e",267.0604,637959146036833364,637959146039503968,21
"P14","s","1","22","m","e",270.0614,637959146055507585,637959146058208199,23
"P14","s","1","22","m","e",359.0812,637959146063909493,637959146067500305,32
"P14","s","1","22","m","e",222.0503,637959146084264097,637959146086484600,19
"P14","s","1","22","m","e",107.0239,637959146100727822,637959146101798061,9
"P14","s","1","22","m","e",111.0254,637959146102258168,637959146103368422,9
"P14","s","1","22","m","e",185.0421,637959146109959905,637959146111810326,16
"P14","s","1","22","m","e",99.0219,637959146124913292,637959146125903511,8
"P14","s","1","22","m","e",351.0801,637959146141637069,637959146145147870,31
"P14","s","1","22","m","e",145.0329,637959146153449744,637959146154900073,12
"P14","s","1","22","m","e",45.0104,637959146155240150,637959146155690254,3
"P14","s","1","22","m","e",158.0363,637959146176424941,637959146178005304,14
"P14","s","1","22","m","e",224.0525,637959146194389002,637959146196629527,19
"P14","s","1","22","m","e",152.0339,637959146218694507,637959146220214846,12
"P14","s","1","22","m","e",167.0372,637959146220424903,637959146222095275,15
"P14","s","1","22","m","e",133.0294,637959146244676287,637959146246006581,11
"P14","s","1","22","m","e",133.0302,637959146280899069,637959146282229371,11
"P14","s","1","22","m","e",290.0657,637959146299513286,637959146302413943,25
"P14","s","1","22","m","e",137.9268,637959146319158224,637959146320537492,11
"P14","s","1","22","m","e",78.0177,637959146320767538,637959146321547715,6
"P14","s","1","22","m","e",112.0261,637959146329599541,637959146330719802,9
"P14","s","1","22","m","e",112.0267,637959146341757218,637959146342877485,9
"P14","s","1","22","m","e",123.0278,637959146355370304,637959146356600582,10
"P14","s","1","22","m","e",193.0439,637959146366922916,637959146368853355,16
"P14","s","1","22","m","e",33.0077,637959146381856295,637959146382186372,2
"P14","s","1","22","m","e",122.0274,637959146396829688,637959146398049962,10
